paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
1154,101,304944,"32,0,17",27,0,"0,0,0","33,56.00296,18_31,56.00296,18_31,56.00296,16_33,56.00296,16",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Rope_2.prefab,304945,,30,0,,0,0,0,0,0,0,,,,0,,0
1155,101,304945,"18,0,22",26,0,"0,0,0","19,60.00311,25_17,60.00311,25_17,60.00311,23_19,60.00311,23",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Rope_1.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1156,101,304946,"20,0,26",55,0,"0,90,0","21,60.00311,24_21,60.00311,28_19,60.00311,28_19,60.00311,24",1,"1,1,1",Prefab/PuzzleMap/Prop/P_StoneWall_1.prefab,304947,0,30,0,,0,0,0,0,0,0,,,,0,,0
1157,101,304947,"16,0,18",53,0,"0,0,0","16.5,60.00311,20.5_15.5,60.00311,20.5_15.5,60.00311,19.5_16.5,60.00311,19.5",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Gaotou_1.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1158,101,304948,"52,0,26",72,0,"0,0,0","52.5,60.00311,28.5_51.5,60.00311,28.5_51.5,60.00311,27.5_52.5,60.00311,27.5",0,"1,1,1",Prefab/humanRot/LockGreen.prefab,,,30,0,,0,0,0,0,0,0,,,300002,0,,0
1159,101,304949,"26,0,38",72,5,"0,0,0","26.5,60.00311,38.5_25.5,60.00311,38.5_25.5,60.00311,37.5_26.5,60.00311,37.5",0,"1,1,1",Prefab/humanRot/LockGreen.prefab,,,30,0,,0,0,0,0,0,0,,,300007,0,,0
1160,101,304950,"23,0,39",33,0,"0,90,0","24,60.00311,35.5_24,60.00311,42.5_22,60.00311,42.5_22,60.00311,35.5",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Shizhu_1.prefab,,305055,30,0,,0,0,0,0,0,0,,,,0,,0
1161,101,305055,"18,0,39",34,0,"0,90,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,304950,,30,0,,0,0,0,0,0,0,,,,0,,0
1162,101,304951,"19,0,41",33,0,"0,0,0","22.5,60.00311,42_15.5,60.00311,42_15.5,60.00311,40_22.5,60.00311,40",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Shizhu_1.prefab,,305054,30,0,,0,0,0,0,0,0,,,,0,,0
1163,101,305054,"19.5,0,45.5",34,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,304951,,30,0,,0,0,0,0,0,0,,,,0,,0
1164,101,304952,"13,0,45",33,0,"0,0,0","16.5,60.00311,46_9.5,60.00311,46_9.5,60.00311,44_16.5,60.00311,44",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Shizhu_1.prefab,,305052,30,0,,0,0,0,0,0,0,,,,0,,0
1165,101,305052,"13,0,40.5",34,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,304952,,30,0,,0,0,0,0,0,0,,,,0,,0
1166,101,304953,"18,0,45",33,0,"0,90,0","19,60.00311,41.5_19,60.00311,48.5_17,60.00311,48.5_17,60.00311,41.5",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Shizhu_1.prefab,,305053,30,0,,0,0,0,0,0,0,,,,0,,0
1167,101,305053,"12.5,0,45",34,0,"0,90,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,304953,,30,0,,0,0,0,0,0,0,,,,0,,0
1168,101,304954,"21,0,47",15,0,"0,0,0","22,60.00311,48_20,60.00311,48_20,60.00311,46_22,60.00311,46",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1169,101,304955,"11,0,47",15,0,"0,0,0","12,60.00311,48_10,60.00311,48_10,60.00311,46_12,60.00311,46",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1170,101,304956,"16,0,39",15,0,"0,0,0","17,60.00311,40_15,60.00311,40_15,60.00311,38_17,60.00311,38",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1171,101,304957,"25,0,70",41,0,"0,0,0","27,58.00303,72_23,58.00303,72_23,58.00303,68_27,58.00303,68",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,304958,,30,0,,0,0,0,0,0,0,,,,0,,0
1172,101,304958,"31,0,71",42,0,"0,0,0","32.1,60.00311,72.1_29.9,60.00311,72.1_29.9,60.00311,69.9_32.1,60.00311,69.9",1,"1,1,1",Prefab/PuzzleMap/Prop/P_HugeRock_2_Keng.prefab,,304957,30,0,,0,0,0,0,0,0,,,,0,,0
1173,101,304959,"38,0,60",5,1,"0,0,0","40,60.00311,60.5_36,60.00311,60.5_36,60.00311,59.5_40,60.00311,59.5",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv1_co01.prefab,,,30,0,,0,0,0,20302,0,0,,,,0,,0
1174,101,304960,"23,0,64",5,1,"0,90,0","23.5,58.00303,62_23.5,58.00303,66_22.5,58.00303,66_22.5,58.00303,62",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv1_co01.prefab,,,30,0,,0,0,0,20301,0,0,,,,0,,0
1175,101,304961,"46,0,76",5,2,"0,180,0","44,60.00311,75.5_48,60.00311,75.5_48,60.00311,76.5_44,60.00311,76.5",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv2_co01.prefab,,,30,0,,0,0,0,20303,0,0,,,,0,,0
1176,101,304962,"52,0,76",5,2,"0,180,0","50,60.00311,75.5_54,60.00311,75.5_54,60.00311,76.5_50,60.00311,76.5",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv2_co01.prefab,,,30,0,,0,0,0,20304,0,0,,,,0,,0
1177,101,304963,"60,0,66",5,2,"0,270,0","59.5,60.00311,68_59.5,60.00311,64_60.5,60.00311,64_60.5,60.00311,68",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv2_co01.prefab,,,30,0,,0,0,0,20305,0,0,,,,0,,0
1178,101,304964,"60,0,80",5,1,"0,270,0","59.5,60.00311,82_59.5,60.00311,78_60.5,60.00311,78_60.5,60.00311,82",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv1_co01.prefab,,,30,0,,0,0,0,20307,0,0,,,,0,,0
1179,101,304965,"52,0,88",5,2,"0,90,0","52.5,60.00311,86_52.5,60.00311,90_51.5,60.00311,90_51.5,60.00311,86",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv2_co01.prefab,,,30,0,,0,0,0,20306,0,0,,,,0,,0
1180,101,304966,"27,0,74",66,0,"0,0,0","27.5,58.00303,74.5_26.5,58.00303,74.5_26.5,58.00303,73.5_27.5,58.00303,73.5",0,"1,1,1",Prefab/humanRot/Prop1.prefab,,,30,0,,0,0,0,0,0,0,,,300011,0,,0
1181,101,304967,"69,0,86",71,0,"0,0,0","69.5,64.00298,86.5_68.5,64.00298,86.5_68.5,64.00298,85.5_69.5,64.00298,85.5",0,"1,1,1",Prefab/RoleShow/SkinShow/Weapon/humanRot/jm_dao_01.prefab,,,30,0,,0,0,0,0,0,0,,,300012,0,,0
1182,101,304968,"64,0,80",72,0,"0,0,0","64.5,60.00311,80.5_63.5,60.00311,80.5_63.5,60.00311,79.5_64.5,60.00311,79.5",0,"1,1,1",Prefab/humanRot/LockGreen.prefab,,,30,0,,0,0,0,0,0,0,,,300013,0,,0
1183,101,304969,"38,0,57",72,5,"0,0,0","38.5,60.00311,57.5_37.5,60.00311,57.5_37.5,60.00311,56.5_38.5,60.00311,56.5",0,"1,1,1",Prefab/humanRot/LockGreen.prefab,,,30,0,,0,0,0,0,0,0,,,300009,0,,0
1184,101,304971,"50,0,66",16,10,"0,90,0","50.5,60.00311,64_50.5,60.00311,68_49.5,60.00311,68_49.5,60.00311,64",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Door_01.prefab,0,,30,0,,0,0,0,0,0,0,,,1200,0,,0
1185,101,304972,"48,0,78",45,0,"0,270,0","46.75,60.00311,79_46.75,60.00311,77_49.75,60.00311,77_49.75,60.00311,79",0,"1,1,1",Prefab/PuzzleMap/Prop/P_JGfasheqi.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1186,101,304973,"34,0,74",47,0,"0,90,0","35.75,60.00311,73_35.75,60.00311,75_32.75,60.00311,75_32.75,60.00311,73",0,"1,1,1",Prefab/PuzzleMap/Prop/P_JGJieshouqi.prefab,,304975,30,0,,0,0,0,0,0,0,,,,0,,0
1187,101,304974,"42,0,74",46,0,"0,0,0","43,60.00311,75_41,60.00311,75_41,60.00311,73_43,60.00311,73",0,"1,1,1",Prefab/PuzzleMap/Prop/P_JGjingzi.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1188,101,304975,"34,0,70",16,7,"0,90,0","34.5,60.00311,68_34.5,60.00311,72_33.5,60.00311,72_33.5,60.00311,68",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ZhaMen_01.prefab,304973,,30,0,,0,0,0,0,0,0,,,,0,,0
1189,101,304976,"42,0,78",46,0,"0,90,0","43,60.00311,77_43,60.00311,79_41,60.00311,79_41,60.00311,77",0,"1,1,1",Prefab/PuzzleMap/Prop/P_JGjingzi.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1190,101,304977,"61,0,75",29,0,"0,0,0","61.75,62.00318,76.25_60.25,62.00318,76.25_60.25,62.00318,73.75_61.75,62.00318,73.75",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ShuZhuang_1.prefab,,304978,30,0,,0,0,0,0,0,0,,,,0,,0
1191,101,304978,"57,0,75",28,0,"0,0,0","59,60.00311,78_55,60.00311,78_55,60.00311,72_59,60.00311,72",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,304977,,30,0,,0,0,0,0,0,0,,,,0,,0
1192,101,304979,"38,0,84",30,0,"0,180,0","36,60.00311,83.5_40,60.00311,83.5_40,60.00311,84.5_36,60.00311,84.5",1,"1,1,1",Prefab/PuzzleMap/Prop/P_HuoMen.prefab,"304981,304983",,30,0,,0,0,0,0,0,0,,,,0,,0
1193,101,304980,"38,0,87",31,5,"0,270,0","37,60.00311,88.1_37,60.00311,85.9_39,60.00311,85.9_39,60.00311,88.1",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_f.prefab,,,30,7,,0,0,0,0,0,0,,,,0,,0
1194,101,304981,"38,0,90",57,1,"0,90,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_a_Empty.prefab,304982,304979,30,6,,0,0,0,0,0,0,,,,0,,0
1195,101,304982,"43,0,90",32,1,"0,90,0","44,60.00311,87.8_44,60.00311,92.2_42,60.00311,92.2_42,60.00311,87.8",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_a.prefab,,,30,6,,0,0,0,0,0,0,,,,0,,0
1196,101,304983,"45,0,93",57,1,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_a_Empty.prefab,304984,304979,30,3,,0,0,0,0,0,0,,,,0,,0
1197,101,304984,"45,0,87",32,1,"0,0,0","47.2,60.00311,88_42.8,60.00311,88_42.8,60.00311,86_47.2,60.00311,86",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_a.prefab,,,30,3,,0,0,0,0,0,0,,,,0,,0
1198,101,304985,"41,0,93",31,1,"0,0,0","43.2,60.00311,94_38.8,60.00311,94_38.8,60.00311,92_43.2,60.00311,92",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_b.prefab,,,30,4,,0,0,0,0,0,1,,,,0,,0
1199,101,304986,"48,0,93",31,2,"0,0,0","49.1,60.00311,94_46.9,60.00311,94_46.9,60.00311,92_49.1,60.00311,92",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_c.prefab,,,30,2,,0,0,0,0,0,1,,,,0,,0
1200,101,304987,"38,0,93",31,3,"0,180,0","36.9,60.00311,92_39.1,60.00311,92_39.1,60.00311,94_36.9,60.00311,94",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_d.prefab,,,30,5,,0,0,0,0,0,2,,,,0,,0
1201,101,304988,"50,0,93",31,4,"0,180,0","48.9,60.00311,92_51.1,60.00311,92_51.1,60.00311,94_48.9,60.00311,94",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Pipe_e.prefab,,,30,1,,0,0,0,0,0,0,,,,0,,0
1202,101,304989,"43,0,85",15,0,"0,0,0","44,60.00311,86_42,60.00311,86_42,60.00311,84_44,60.00311,84",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1203,101,304990,"62,0,85",21,0,"0,90,0","63.1,60.00311,83.9_63.1,60.00311,86.1_60.9,60.00311,86.1_60.9,60.00311,83.9",0,"1,1,1",Prefab/PuzzleMap/Prop/P_HugeRock_1_YJ.prefab,,"305022,304992,304993,304994,304995,304996,304997,304998,304999,305000,305001,305002,305003,305004,305005,305006,305007,305008,305009,305010",30,0,,0,0,0,0,0,0,,,,0,,0
1204,101,304991,"49,0,91",15,0,"0,0,0","50,60.00311,92_48,60.00311,92_48,60.00311,90_50,60.00311,90",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1205,101,304992,"63,0,87",65,1,"0,0,0","64,60.00311,88.25_62,60.00311,88.25_62,60.00311,86.75_64,60.00311,86.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1206,101,304993,"61,0,87",65,1,"0,0,0","62,60.00311,88.25_60,60.00311,88.25_60,60.00311,86.75_62,60.00311,86.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1207,101,304994,"59,0,87",65,1,"0,0,0","60,60.00311,88.25_58,60.00311,88.25_58,60.00311,86.75_60,60.00311,86.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1208,101,304995,"57,0,87",65,1,"0,0,0","58,60.00311,88.25_56,60.00311,88.25_56,60.00311,86.75_58,60.00311,86.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1209,101,304996,"55,0,87",65,2,"0,0,0","56.25,60.00311,88_54.75,60.00311,88_54.75,60.00311,86_56.25,60.00311,86",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1210,101,304997,"55,0,85",65,2,"0,0,0","56.25,60.00311,86_54.75,60.00311,86_54.75,60.00311,84_56.25,60.00311,84",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1211,101,304998,"55,0,83",65,1,"0,0,0","56,60.00311,84.25_54,60.00311,84.25_54,60.00311,82.75_56,60.00311,82.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1212,101,304999,"53,0,83",65,1,"0,0,0","54,60.00311,84.25_52,60.00311,84.25_52,60.00311,82.75_54,60.00311,82.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1213,101,305000,"51,0,83",65,1,"0,0,0","52,60.00311,84.25_50,60.00311,84.25_50,60.00311,82.75_52,60.00311,82.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1214,101,305001,"49,0,83",65,2,"0,0,0","50.25,60.00311,84_48.75,60.00311,84_48.75,60.00311,82_50.25,60.00311,82",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1215,101,305002,"49,0,81",65,2,"0,0,0","50.25,60.00311,82_48.75,60.00311,82_48.75,60.00311,80_50.25,60.00311,80",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1216,101,305003,"49,0,80",65,1,"0,0,0","50,60.00311,81.25_48,60.00311,81.25_48,60.00311,79.75_50,60.00311,79.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1217,101,305004,"47,0,80",65,1,"0,0,0","48,60.00311,81.25_46,60.00311,81.25_46,60.00311,79.75_48,60.00311,79.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1218,101,305005,"45,0,80",65,1,"0,0,0","46,60.00311,81.25_44,60.00311,81.25_44,60.00311,79.75_46,60.00311,79.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1219,101,305006,"43,0,80",65,1,"0,0,0","44,60.00311,81.25_42,60.00311,81.25_42,60.00311,79.75_44,60.00311,79.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1220,101,305007,"41,0,80",65,1,"0,0,0","42,60.00311,81.25_40,60.00311,81.25_40,60.00311,79.75_42,60.00311,79.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1221,101,305008,"39,0,80",65,1,"0,0,0","40,60.00311,81.25_38,60.00311,81.25_38,60.00311,79.75_40,60.00311,79.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1222,101,305009,"37,0,80",65,1,"0,0,0","38,60.00311,81.25_36,60.00311,81.25_36,60.00311,79.75_38,60.00311,79.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1223,101,305010,"35,0,80",65,1,"0,0,0","36,60.00311,81.25_34,60.00311,81.25_34,60.00311,79.75_36,60.00311,79.75",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1224,101,305012,"63,0,90",17,0,"0,90,0","63.75,60.00311,88_63.75,60.00311,92_62.25,60.00311,92_62.25,60.00311,88",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Tengti_01.prefab,305013,,30,0,,0,0,0,0,0,0,,,,0,,0
1225,101,305013,"54,0,93",18,0,"0,90,0","54.75,64.00298,93.75_53.25,64.00298,93.75_53.25,64.00298,92.25_54.75,64.00298,92.25",0,"1,1,1",Prefab/PuzzleMap/Prop/P_ShuiHu.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1226,101,305016,"54,0,89",9,2,"0,0,0","56,60.00311,89.75_52,60.00311,89.75_52,60.00311,88.25_56,60.00311,88.25",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Tizi_2.prefab,305017,,30,0,,0,0,0,0,0,0,,,,0,,0
1227,101,305017,"38,0,82",8,0,"0,0,0","38.5,60.00311,80.5_37.5,60.00311,80.5_37.5,60.00311,79.5_38.5,60.00311,79.5",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Tizi_1.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1228,101,305022,"63,0,87",22,0,"0,0,0","64,60.00311,88_62,60.00311,88_62,60.00311,86_64,60.00311,86",1,"1,1,1",Prefab/PuzzleMap/Prop/YanJiang_1.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1229,101,305025,"49,0,16",5,1,"0,270,0","48.5,60.00311,18_48.5,60.00311,14_49.5,60.00311,14_49.5,60.00311,18",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv1_co01.prefab,,,30,0,,0,0,0,10304,0,0,,,,0,,0
1230,101,305026,"48.0032386779785,0,36.0609105043113",2,1,"0,0,0",,0,"1,1,1",,,,30,,"48.00,0.00,34.00,36.00,0.00,34.00,36.00,0.00,46.00,48.00,0.00,46.00",,,,,,,300001_0,,,,,
1231,101,305027,"39.1336138918996,0,35.9629096984863",2,6,"0,0,0",,0,"1,1,1",,,,30,,"39.13,0.00,35.96,44.87,0.00,35.96,44.87,0.00,34.04,39.13,0.00,34.04",,,,,,,300001_0,,,,"0,305037",
1232,101,305028,"49.9160957336426,0,75.9178314208984",2,1,"0,0,0",,0,"1,1,1",,,,30,,"47.50,0.00,73.50,35.00,0.00,73.50,35.00,0.00,62.50,47.50,0.00,62.50",,,,,,,300002_0,,,,,
1233,101,305029,"43.9168167114258,0,61.9038505554199",2,6,"0,0,0",,0,"1,1,1",,,,30,,"43.92,0.00,61.90,48.09,0.00,61.90,48.09,0.00,60.06,43.92,0.00,60.06",,,,,,,300002_0,,,,"0,305039",
1234,101,305032,"72.0049018859863,0,91.9794235229492",2,6,"0,0,0",,0,"1,1,1",,,,30,,"72.00,0.00,91.98,74.00,0.00,91.98,74.00,0.00,87.99,72.00,0.00,87.99",,,,,,,300003_0,,,,"0,305041",
1235,101,305033,"54,0,55",62,12,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,300002,0,,0
1236,101,305034,"46,0,55",59,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,2,,0,0,0,0,0,0,,,,0,,0
1237,101,305035,"46,0,51",16,9,"0,0,0","48,60.00311,51.5_44,60.00311,51.5_44,60.00311,50.5_48,60.00311,50.5",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ZhaMen_01.prefab,,,30,0,,0,0,0,0,0,0,,,,1,"0,305033",0
1238,101,305036,"54,0,57",62,2,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,305035,0,,0
1239,101,305037,"42,0,36",62,7,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,300001_0,305038,0,,1
1240,101,305038,"42,0,42",62,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1241,101,305039,"45.9216423034668,0,60.954517364502",62,7,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,300002_0,305040,0,,1
1242,101,305040,"41.9448165893555,0,70.0114440917969",62,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1243,101,305041,"73,0,90",62,7,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,300003_0,305042,0,,1
1244,101,305042,"79,0,100",62,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,,0,,0
1245,101,305043,"49,0,33",62,12,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,300001,0,,0
1246,101,305044,"41,0,31",59,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,1,,0,0,0,0,0,0,,,,0,,0
1247,101,305045,"41,0,28.5",16,9,"0,0,0","43,60.00311,29_39,60.00311,29_39,60.00311,28_43,60.00311,28",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ZhaMen_01.prefab,,,30,0,,0,0,0,0,0,0,,,,1,"0,305043",0
1248,101,305046,"49,0,31",62,2,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,305045,0,,0
1249,101,305048,"70,0,90",59,0,"0,270,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,3,,0,0,0,0,0,0,,,,0,,0
1250,101,305049,"66,0,90",16,9,"0,270,0","65.5,64.00298,92_65.5,64.00298,88_66.5,64.00298,88_66.5,64.00298,92",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ZhaMen_01.prefab,,,30,0,,0,0,0,0,0,0,,,,1,"0,305047",0
1251,101,305047,"70,0,95.5",62,12,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,300003,0,,0
1252,101,305050,"70,0,93.5",62,2,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,30,0,,0,0,0,0,0,0,,,305049,0,,0
1253,101,305051,"94,0,90",14,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_ChuanSongZhen.prefab,0,,30,0,,0,0,0,0,0,0,,,,0,,0
1254,101,305056,"40.0471649169922,0,29.9978218078613",2,9,"0,0,0",,0,"1,1,1",,,,30,1,"40.00,0.00,30.00,40.00,0.00,29.00,43.10,0.00,29.00,43.10,0.00,28.01,44.00,0.00,28.01,44.00,0.00,30.00",,,,,,,,,,,"0,305046",
1255,101,305057,"44.0222053527832,0,53.9821319580078",2,9,"0,0,0",,0,"1,1,1",,,,30,2,"44.00,0.00,54.00,50.00,0.00,54.00,50.00,0.00,52.00,44.00,0.00,52.00",,,,,,,,,,,"0,305036",
1256,101,305058,"67.1732406616211,0,91.8871078491211",2,9,"0,0,0",,0,"1,1,1",,,,30,3,"67.17,0.00,92.00,67.17,0.00,88.00,66.00,0.00,88.00,66.00,0.00,87.00,68.00,0.00,87.00,68.00,0.00,92.00",,,,,,,,,,,"0,305050",
1257,101,305060,"77.0920486450195,0,104.872573852539",2,1,"0,0,0",,0,"1,1,1",,,,30,,"77.50,0.00,100.00,77.50,0.00,97.50,72.50,0.00,97.50,72.50,0.00,84.50,85.50,0.00,84.50,85.50,0.00,97.50,80.50,0.00,97.50,80.50,0.00,100.00",,,,,,,300003_0,,,,,
1258,101,304890,"42,0,13",12,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,31,0,,0,0,0,0,0,0,,,,0,,0
1259,101,304891,"44,0,20",16,3,"0,90,0","44.5,60.00311,18_44.5,60.00311,22_43.5,60.00311,22_43.5,60.00311,18",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Door_01_green.prefab,304892,,31,0,,0,0,0,0,0,0,,,,0,,0
1260,101,304892,"36,0,26",3,3,"0,0,0","36.5,60.00311,28.5_35.5,60.00311,28.5_35.5,60.00311,27.5_36.5,60.00311,27.5",0,"1,1,1",Prefab/PuzzleMap/Prop/Key_Green.prefab,,,31,0,,0,0,0,0,0,0,,,,0,,0
1261,101,304893,"22,0,22",20,1,"0,0,0","23,60.00311,25_21,60.00311,25_21,60.00311,23_23,60.00311,23",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Jiguan_02.prefab,304894,304895,31,0,,0,0,0,0,0,0,,,,0,,0
